,DATETIME,FECHA,HORA,HGM
105192,,,,
105193,,,,
105194,,,,
105195,,,,
105196,,,,
105197,,,,
105198,,,,
105199,,,,
105200,,,,
105201,,,,
105202,,,,
105203,,,,
105204,,,,
105205,,,,
105206,,,,
105207,,,,
105208,,,,
105209,,,,
105210,,,,
105211,,,,
105212,,,,
105213,,,,
105214,,,,
105215,,,,
105216,,,,
105217,,,,
105218,,,,
105219,,,,
105220,,,,
105221,,,,
105222,,,,
105223,,,,
105224,,,,
105225,,,,
105226,,,,
105227,,,,
105228,,,,
105229,,,,
105230,,,,
105231,,,,
105232,,,,
105233,,,,
105234,,,,
105235,,,,
105236,,,,
105237,,,,
105238,,,,
105239,,,,
105240,,,,
105241,,,,
105242,,,,
105243,,,,
105244,,,,
105245,,,,
105246,,,,
105247,,,,
105248,,,,
105249,,,,
105250,,,,
105251,,,,
105252,,,,
105253,,,,
105254,,,,
105255,,,,
105256,,,,
105257,,,,
105258,,,,
105259,,,,
105260,,,,
105261,,,,
105262,,,,
105263,,,,
105264,,,,
105265,,,,
105266,,,,
105267,,,,
105268,,,,
105269,,,,
105270,,,,
105271,,,,
105272,,,,
105273,,,,
105274,,,,
105275,,,,
105276,,,,
105277,,,,
105278,,,,
105279,,,,
105280,,,,
105281,,,,
105282,,,,
105283,,,,
105284,,,,
105285,,,,
105286,,,,
105287,,,,
105288,,,,
105289,,,,
105290,,,,
105291,,,,
105292,,,,
105293,,,,
105294,,,,
105295,,,,
105296,,,,
105297,,,,
105298,,,,
105299,,,,
105300,,,,
105301,,,,
105302,,,,
105303,,,,
105304,,,,
105305,,,,
105306,,,,
105307,,,,
105308,,,,
105309,,,,
105310,,,,
105311,,,,
105312,,,,
105313,,,,
105314,,,,
105315,,,,
105316,,,,
105317,,,,
105318,,,,
105319,,,,
105320,,,,
105321,,,,
105322,,,,
105323,,,,
105324,,,,
105325,,,,
105326,,,,
105327,,,,
105328,,,,
105329,,,,
105330,,,,
105331,,,,
105332,,,,
105333,,,,
105334,,,,
105335,,,,
105336,,,,
105337,,,,
105338,,,,
105339,,,,
105340,,,,
105341,,,,
105342,,,,
105343,,,,
105344,,,,
105345,,,,
105346,,,,
105347,,,,
105348,,,,
105349,,,,
105350,,,,
105351,,,,
105352,,,,
105353,,,,
105354,,,,
105355,,,,
105356,,,,
105357,,,,
105358,,,,
105359,,,,
105360,,,,
105361,,,,
105362,,,,
105363,,,,
105364,,,,
105365,,,,
105366,,,,
105367,,,,
105368,,,,
105369,,,,
105370,,,,
105371,,,,
105372,,,,
105373,,,,
105374,,,,
105375,,,,
105376,,,,
105377,,,,
105378,,,,
105379,,,,
105380,,,,
105381,,,,
105382,,,,
105383,,,,
105384,,,,
105385,,,,
105386,,,,
105387,,,,
105388,,,,
105389,,,,
105390,,,,
105391,,,,
105392,,,,
105393,,,,
105394,,,,
105395,,,,
105396,,,,
105397,,,,
105398,,,,
105399,,,,
105400,,,,
105401,,,,
105402,,,,
105403,,,,
105404,,,,
105405,,,,
105406,,,,
105407,,,,
105408,,,,
105409,,,,
105410,,,,
105411,,,,
105412,,,,
105413,,,,
105414,,,,
105415,,,,
105416,,,,
105417,,,,
105418,,,,
105419,,,,
105420,,,,
105421,,,,
105422,,,,
105423,,,,
105424,,,,
105425,,,,
105426,,,,
105427,,,,
105428,,,,
105429,,,,
105430,,,,
105431,,,,
105432,,,,
105433,,,,
105434,,,,
105435,,,,
105436,,,,
105437,,,,
105438,,,,
105439,,,,
105440,,,,
105441,,,,
105442,,,,
105443,,,,
105444,,,,
105445,,,,
105446,,,,
105447,,,,
105448,,,,
105449,,,,
105450,,,,
105451,,,,
105452,,,,
105453,,,,
105454,,,,
105455,,,,
105456,,,,
105457,,,,
105458,,,,
105459,,,,
105460,,,,
105461,,,,
105462,,,,
105463,,,,
105464,,,,
105465,,,,
105466,,,,
105467,,,,
105468,,,,
105469,,,,
105470,,,,
105471,,,,
105472,,,,
105473,,,,
105474,,,,
105475,,,,
105476,,,,
105477,,,,
105478,,,,
105479,,,,
105480,,,,
105481,,,,
105482,,,,
105483,,,,
105484,,,,
105485,,,,
105486,,,,
105487,,,,
105488,,,,
105489,,,,
105490,,,,
105491,,,,
105492,,,,
105493,,,,
105494,,,,
105495,,,,
105496,,,,
105497,,,,
105498,,,,
105499,,,,
105500,,,,
105501,,,,
105502,,,,
105503,,,,
105504,,,,
105505,,,,
105506,,,,
105507,,,,
105508,,,,
105509,,,,
105510,,,,
105511,,,,
105512,,,,
105513,,,,
105514,,,,
105515,,,,
105516,,,,
105517,,,,
105518,,,,
105519,,,,
105520,,,,
105521,,,,
105522,,,,
105523,,,,
105524,,,,
105525,,,,
105526,,,,
105527,,,,
105528,,,,
105529,,,,
105530,,,,
105531,,,,
105532,,,,
105533,,,,
105534,,,,
105535,,,,
105536,,,,
105537,,,,
105538,,,,
105539,,,,
105540,,,,
105541,,,,
105542,,,,
105543,,,,
105544,,,,
105545,,,,
105546,,,,
105547,,,,
105548,,,,
105549,,,,
105550,,,,
105551,,,,
105552,,,,
105553,,,,
105554,,,,
105555,,,,
105556,,,,
105557,,,,
105558,,,,
105559,,,,
105560,,,,
105561,,,,
105562,,,,
105563,,,,
105564,,,,
105565,,,,
105566,,,,
105567,,,,
105568,,,,
105569,,,,
105570,,,,
105571,,,,
105572,,,,
105573,,,,
105574,,,,
105575,,,,
105576,,,,
105577,,,,
105578,,,,
105579,,,,
105580,,,,
105581,,,,
105582,,,,
105583,,,,
105584,,,,
105585,,,,
105586,,,,
105587,,,,
105588,,,,
105589,,,,
105590,,,,
105591,,,,
105592,,,,
105593,,,,
105594,,,,
105595,,,,
105596,,,,
105597,,,,
105598,,,,
105599,,,,
105600,,,,
105601,,,,
105602,,,,
105603,,,,
105604,,,,
105605,,,,
105606,,,,
105607,,,,
105608,,,,
105609,,,,
105610,,,,
105611,,,,
105612,,,,
105613,,,,
105614,,,,
105615,,,,
105616,,,,
105617,,,,
105618,,,,
105619,,,,
105620,,,,
105621,,,,
105622,,,,
105623,,,,
105624,,,,
105625,,,,
105626,,,,
105627,,,,
105628,,,,
105629,,,,
105630,,,,
105631,,,,
105632,,,,
105633,,,,
105634,,,,
105635,,,,
105636,,,,
105637,,,,
105638,,,,
105639,,,,
105640,,,,
105641,,,,
105642,,,,
105643,,,,
105644,,,,
105645,,,,
105646,,,,
105647,,,,
105648,,,,
105649,,,,
105650,,,,
105651,,,,
105652,,,,
105653,,,,
105654,,,,
105655,,,,
105656,,,,
105657,,,,
105658,,,,
105659,,,,
105660,,,,
105661,,,,
105662,,,,
105663,,,,
105664,,,,
105665,,,,
105666,,,,
105667,,,,
105668,,,,
105669,,,,
105670,,,,
105671,,,,
105672,,,,
105673,,,,
105674,,,,
105675,,,,
105676,,,,
105677,,,,
105678,,,,
105679,,,,
105680,,,,
105681,,,,
105682,,,,
105683,,,,
105684,,,,
105685,,,,
105686,,,,
105687,,,,
105688,,,,
105689,,,,
105690,,,,
105691,,,,
105692,,,,
105693,,,,
105694,,,,
105695,,,,
105696,,,,
105697,,,,
105698,,,,
105699,,,,
105700,,,,
105701,,,,
105702,,,,
105703,,,,
105704,,,,
105705,,,,
105706,,,,
105707,,,,
105708,,,,
105709,,,,
105710,,,,
105711,,,,
105712,,,,
105713,,,,
105714,,,,
105715,,,,
105716,,,,
105717,,,,
105718,,,,
105719,,,,
105720,,,,
105721,,,,
105722,,,,
105723,,,,
105724,,,,
105725,,,,
105726,,,,
105727,,,,
105728,,,,
105729,,,,
105730,,,,
105731,,,,
105732,,,,
105733,,,,
105734,,,,
105735,,,,
105736,,,,
105737,,,,
105738,,,,
105739,,,,
105740,,,,
105741,,,,
105742,,,,
105743,,,,
105744,,,,
105745,,,,
105746,,,,
105747,,,,
105748,,,,
105749,,,,
105750,,,,
105751,,,,
105752,,,,
105753,,,,
105754,,,,
105755,,,,
105756,,,,
105757,,,,
105758,,,,
105759,,,,
105760,,,,
105761,,,,
105762,,,,
105763,,,,
105764,,,,
105765,,,,
105766,,,,
105767,,,,
105768,,,,
105769,,,,
105770,,,,
105771,,,,
105772,,,,
105773,,,,
105774,,,,
105775,,,,
105776,,,,
105777,,,,
105778,,,,
105779,,,,
105780,,,,
105781,,,,
105782,,,,
105783,,,,
105784,,,,
105785,,,,
105786,,,,
105787,,,,
105788,,,,
105789,,,,
105790,,,,
105791,,,,
105792,,,,
105793,,,,
105794,,,,
105795,,,,
105796,,,,
105797,,,,
105798,,,,
105799,,,,
105800,,,,
105801,,,,
105802,,,,
105803,,,,
105804,,,,
105805,,,,
105806,,,,
105807,,,,
105808,,,,
105809,,,,
105810,,,,
105811,,,,
105812,,,,
105813,,,,
105814,,,,
105815,,,,
105816,,,,
105817,,,,
105818,,,,
105819,,,,
105820,,,,
105821,,,,
105822,,,,
105823,,,,
105824,,,,
105825,,,,
105826,,,,
105827,,,,
105828,,,,
105829,,,,
105830,,,,
105831,,,,
105832,,,,
105833,,,,
105834,,,,
105835,,,,
105836,,,,
105837,,,,
105838,,,,
105839,,,,
105840,,,,
105841,,,,
105842,,,,
105843,,,,
105844,,,,
105845,,,,
105846,,,,
105847,,,,
105848,,,,
105849,,,,
105850,,,,
105851,,,,
105852,,,,
105853,,,,
105854,,,,
105855,,,,
105856,,,,
105857,,,,
105858,,,,
105859,,,,
105860,,,,
105861,,,,
105862,,,,
105863,,,,
105864,,,,
105865,,,,
105866,,,,
105867,,,,
105868,,,,
105869,,,,
105870,,,,
105871,,,,
105872,,,,
105873,,,,
105874,,,,
105875,,,,
105876,,,,
105877,,,,
105878,,,,
105879,,,,
105880,,,,
105881,,,,
105882,,,,
105883,,,,
105884,,,,
105885,,,,
105886,,,,
105887,,,,
105888,,,,
105889,,,,
105890,,,,
105891,,,,
105892,,,,
105893,,,,
105894,,,,
105895,,,,
105896,,,,
105897,,,,
105898,,,,
105899,,,,
105900,,,,
105901,,,,
105902,,,,
105903,,,,
105904,,,,
105905,,,,
105906,,,,
105907,,,,
105908,,,,
105909,,,,
105910,,,,
105911,,,,
105912,,,,
105913,,,,
105914,,,,
105915,,,,
105916,,,,
105917,,,,
105918,,,,
105919,,,,
105920,,,,
105921,,,,
105922,,,,
105923,,,,
105924,,,,
105925,,,,
105926,,,,
105927,,,,
105928,,,,
105929,,,,
105930,,,,
105931,,,,
105932,,,,
105933,,,,
105934,,,,
105935,,,,
105936,,,,
105937,,,,
105938,,,,
105939,,,,
105940,,,,
105941,,,,
105942,,,,
105943,,,,
105944,,,,
105945,,,,
105946,,,,
105947,,,,
105948,,,,
105949,,,,
105950,,,,
105951,,,,
105952,,,,
105953,,,,
105954,,,,
105955,,,,
105956,,,,
105957,,,,
105958,,,,
105959,,,,
105960,,,,
105961,,,,
105962,,,,
105963,,,,
105964,,,,
105965,,,,
105966,,,,
105967,,,,
105968,,,,
105969,,,,
105970,,,,
105971,,,,
105972,,,,
105973,,,,
105974,,,,
105975,,,,
105976,,,,
105977,,,,
105978,,,,
105979,,,,
105980,,,,
105981,,,,
105982,,,,
105983,,,,
105984,,,,
105985,,,,
105986,,,,
105987,,,,
105988,,,,
105989,,,,
105990,,,,
105991,,,,
105992,,,,
105993,,,,
105994,,,,
105995,,,,
105996,,,,
105997,,,,
105998,,,,
105999,,,,
106000,,,,
106001,,,,
106002,,,,
106003,,,,
106004,,,,
106005,,,,
106006,,,,
106007,,,,
106008,,,,
106009,,,,
106010,,,,
106011,,,,
106012,,,,
106013,,,,
106014,,,,
106015,,,,
106016,,,,
106017,,,,
106018,,,,
106019,,,,
106020,,,,
106021,,,,
106022,,,,
106023,,,,
106024,,,,
106025,,,,
106026,,,,
106027,,,,
106028,,,,
106029,,,,
106030,,,,
106031,,,,
106032,,,,
106033,,,,
106034,,,,
106035,,,,
106036,,,,
106037,,,,
106038,,,,
106039,,,,
106040,,,,
106041,,,,
106042,,,,
106043,,,,
106044,,,,
106045,,,,
106046,,,,
106047,,,,
106048,,,,
106049,,,,
106050,,,,
106051,,,,
106052,,,,
106053,,,,
106054,,,,
106055,,,,
106056,,,,
106057,,,,
106058,,,,
106059,,,,
106060,,,,
106061,,,,
106062,,,,
106063,,,,
106064,,,,
106065,,,,
106066,,,,
106067,,,,
106068,,,,
106069,,,,
106070,,,,
106071,,,,
106072,,,,
106073,,,,
106074,,,,
106075,,,,
106076,,,,
106077,,,,
106078,,,,
106079,,,,
106080,,,,
106081,,,,
106082,,,,
106083,,,,
106084,,,,
106085,,,,
106086,,,,
106087,,,,
106088,,,,
106089,,,,
106090,,,,
106091,,,,
106092,,,,
106093,,,,
106094,,,,
106095,,,,
106096,,,,
106097,,,,
106098,,,,
106099,,,,
106100,,,,
106101,,,,
106102,,,,
106103,,,,
106104,,,,
106105,,,,
106106,,,,
106107,,,,
106108,,,,
106109,,,,
106110,,,,
106111,,,,
106112,,,,
106113,,,,
106114,,,,
106115,,,,
106116,,,,
106117,,,,
106118,,,,
106119,,,,
106120,,,,
106121,,,,
106122,,,,
106123,,,,
106124,,,,
106125,,,,
106126,,,,
106127,,,,
106128,,,,
106129,,,,
106130,,,,
106131,,,,
106132,,,,
106133,,,,
106134,,,,
106135,,,,
106136,,,,
106137,,,,
106138,,,,
106139,,,,
106140,,,,
106141,,,,
106142,,,,
106143,,,,
106144,,,,
106145,,,,
106146,,,,
106147,,,,
106148,,,,
106149,,,,
106150,,,,
106151,,,,
106152,,,,
106153,,,,
106154,,,,
106155,,,,
106156,,,,
106157,,,,
106158,,,,
106159,,,,
106160,,,,
106161,,,,
106162,,,,
106163,,,,
106164,,,,
106165,,,,
106166,,,,
106167,,,,
106168,,,,
106169,,,,
106170,,,,
106171,,,,
106172,,,,
106173,,,,
106174,,,,
106175,,,,
106176,,,,
106177,,,,
106178,,,,
106179,,,,
106180,,,,
106181,,,,
106182,,,,
106183,,,,
106184,,,,
106185,,,,
106186,,,,
106187,,,,
106188,,,,
106189,,,,
106190,,,,
106191,,,,
106192,,,,
106193,,,,
106194,,,,
106195,,,,
106196,,,,
106197,,,,
106198,,,,
106199,,,,
106200,,,,
106201,,,,
106202,,,,
106203,,,,
106204,,,,
106205,,,,
106206,,,,
106207,,,,
106208,,,,
106209,,,,
106210,,,,
106211,,,,
106212,,,,
106213,,,,
106214,,,,
106215,,,,
106216,,,,
106217,,,,
106218,,,,
106219,,,,
106220,,,,
106221,,,,
106222,,,,
106223,,,,
106224,,,,
106225,,,,
106226,,,,
106227,,,,
106228,,,,
106229,,,,
106230,,,,
106231,,,,
106232,,,,
106233,,,,
106234,,,,
106235,,,,
106236,,,,
106237,,,,
106238,,,,
106239,,,,
106240,,,,
106241,,,,
106242,,,,
106243,,,,
106244,,,,
106245,,,,
106246,,,,
106247,,,,
106248,,,,
106249,,,,
106250,,,,
106251,,,,
106252,,,,
106253,,,,
106254,,,,
106255,,,,
106256,,,,
106257,,,,
106258,,,,
106259,,,,
106260,,,,
106261,,,,
106262,,,,
106263,,,,
106264,,,,
106265,,,,
106266,,,,
106267,,,,
106268,,,,
106269,,,,
106270,,,,
106271,,,,
106272,,,,
106273,,,,
106274,,,,
106275,,,,
106276,,,,
106277,,,,
106278,,,,
106279,,,,
106280,,,,
106281,,,,
106282,,,,
106283,,,,
106284,,,,
106285,,,,
106286,,,,
106287,,,,
106288,,,,
106289,,,,
106290,,,,
106291,,,,
106292,,,,
106293,,,,
106294,,,,
106295,,,,
106296,,,,
106297,,,,
106298,,,,
106299,,,,
106300,,,,
106301,,,,
106302,,,,
106303,,,,
106304,,,,
106305,,,,
106306,,,,
106307,,,,
106308,,,,
106309,,,,
106310,,,,
106311,,,,
106312,,,,
106313,,,,
106314,,,,
106315,,,,
106316,,,,
106317,,,,
106318,,,,
106319,,,,
106320,,,,
106321,,,,
106322,,,,
106323,,,,
106324,,,,
106325,,,,
106326,,,,
106327,,,,
106328,,,,
106329,,,,
106330,,,,
106331,,,,
106332,,,,
106333,,,,
106334,,,,
106335,,,,
106336,,,,
106337,,,,
106338,,,,
106339,,,,
106340,,,,
106341,,,,
106342,,,,
106343,,,,
106344,,,,
106345,,,,
106346,,,,
106347,,,,
106348,,,,
106349,,,,
106350,,,,
106351,,,,
106352,,,,
106353,,,,
106354,,,,
106355,,,,
106356,,,,
106357,,,,
106358,,,,
106359,,,,
106360,,,,
106361,,,,
106362,,,,
106363,,,,
106364,,,,
106365,,,,
106366,,,,
106367,,,,
106368,,,,
106369,,,,
106370,,,,
106371,,,,
106372,,,,
106373,,,,
106374,,,,
106375,,,,
106376,,,,
106377,,,,
106378,,,,
106379,,,,
106380,,,,
106381,,,,
106382,,,,
106383,,,,
106384,,,,
106385,,,,
106386,,,,
106387,,,,
106388,,,,
106389,,,,
106390,,,,
106391,,,,
106392,,,,
106393,,,,
106394,,,,
106395,,,,
106396,,,,
106397,,,,
106398,,,,
106399,,,,
106400,2012-02-20 09:00:00,2012-02-20,9.0,41.0
106401,2012-02-20 10:00:00,2012-02-20,10.0,38.0
106402,2012-02-20 11:00:00,2012-02-20,11.0,83.0
106403,2012-02-20 12:00:00,2012-02-20,12.0,50.0
106404,2012-02-20 13:00:00,2012-02-20,13.0,61.0
106405,2012-02-20 14:00:00,2012-02-20,14.0,31.0
106406,2012-02-20 15:00:00,2012-02-20,15.0,26.0
106407,2012-02-20 16:00:00,2012-02-20,16.0,35.0
106408,2012-02-20 17:00:00,2012-02-20,17.0,22.0
106409,2012-02-20 18:00:00,2012-02-20,18.0,39.0
106410,2012-02-20 19:00:00,2012-02-20,19.0,29.0
106411,2012-02-20 20:00:00,2012-02-20,20.0,42.0
106412,2012-02-20 21:00:00,2012-02-20,21.0,40.0
106413,2012-02-20 22:00:00,2012-02-20,22.0,42.0
106414,2012-02-20 23:00:00,2012-02-20,23.0,29.0
106415,2012-02-20 00:00:00,2012-02-20,0.0,32.0
106416,2012-02-21 01:00:00,2012-02-21,1.0,33.0
106417,2012-02-21 02:00:00,2012-02-21,2.0,39.0
106418,2012-02-21 03:00:00,2012-02-21,3.0,33.0
106419,2012-02-21 04:00:00,2012-02-21,4.0,27.0
106420,2012-02-21 05:00:00,2012-02-21,5.0,29.0
106421,2012-02-21 06:00:00,2012-02-21,6.0,38.0
106422,2012-02-21 07:00:00,2012-02-21,7.0,50.0
106423,2012-02-21 08:00:00,2012-02-21,8.0,57.0
106424,2012-02-21 09:00:00,2012-02-21,9.0,67.0
106425,2012-02-21 10:00:00,2012-02-21,10.0,94.0
106426,2012-02-21 11:00:00,2012-02-21,11.0,85.0
106427,2012-02-21 12:00:00,2012-02-21,12.0,39.0
106428,2012-02-21 13:00:00,2012-02-21,13.0,47.0
106429,2012-02-21 14:00:00,2012-02-21,14.0,29.0
106430,2012-02-21 15:00:00,2012-02-21,15.0,25.0
106431,2012-02-21 16:00:00,2012-02-21,16.0,35.0
106432,2012-02-21 17:00:00,2012-02-21,17.0,37.0
106433,2012-02-21 18:00:00,2012-02-21,18.0,30.0
106434,2012-02-21 19:00:00,2012-02-21,19.0,40.0
106435,2012-02-21 20:00:00,2012-02-21,20.0,29.0
106436,2012-02-21 21:00:00,2012-02-21,21.0,34.0
106437,2012-02-21 22:00:00,2012-02-21,22.0,57.0
106438,2012-02-21 23:00:00,2012-02-21,23.0,50.0
106439,2012-02-21 00:00:00,2012-02-21,0.0,49.0
106440,,,,
106441,2012-02-22 02:00:00,2012-02-22,2.0,52.0
106442,2012-02-22 03:00:00,2012-02-22,3.0,40.0
106443,2012-02-22 04:00:00,2012-02-22,4.0,55.0
106444,2012-02-22 05:00:00,2012-02-22,5.0,58.0
106445,2012-02-22 06:00:00,2012-02-22,6.0,61.0
106446,2012-02-22 07:00:00,2012-02-22,7.0,69.0
106447,2012-02-22 08:00:00,2012-02-22,8.0,71.0
106448,2012-02-22 09:00:00,2012-02-22,9.0,79.0
106449,2012-02-22 10:00:00,2012-02-22,10.0,77.0
106450,2012-02-22 11:00:00,2012-02-22,11.0,59.0
106451,2012-02-22 12:00:00,2012-02-22,12.0,78.0
106452,2012-02-22 13:00:00,2012-02-22,13.0,44.0
106453,2012-02-22 14:00:00,2012-02-22,14.0,63.0
106454,2012-02-22 15:00:00,2012-02-22,15.0,63.0
106455,2012-02-22 16:00:00,2012-02-22,16.0,56.0
106456,2012-02-22 17:00:00,2012-02-22,17.0,60.0
106457,2012-02-22 18:00:00,2012-02-22,18.0,76.0
106458,2012-02-22 19:00:00,2012-02-22,19.0,79.0
106459,2012-02-22 20:00:00,2012-02-22,20.0,74.0
106460,2012-02-22 21:00:00,2012-02-22,21.0,44.0
106461,2012-02-22 22:00:00,2012-02-22,22.0,49.0
106462,2012-02-22 23:00:00,2012-02-22,23.0,50.0
106463,2012-02-22 00:00:00,2012-02-22,0.0,50.0
106464,2012-02-23 01:00:00,2012-02-23,1.0,37.0
106465,2012-02-23 02:00:00,2012-02-23,2.0,38.0
106466,2012-02-23 03:00:00,2012-02-23,3.0,35.0
106467,2012-02-23 04:00:00,2012-02-23,4.0,34.0
106468,2012-02-23 05:00:00,2012-02-23,5.0,42.0
106469,2012-02-23 06:00:00,2012-02-23,6.0,46.0
106470,2012-02-23 07:00:00,2012-02-23,7.0,49.0
106471,2012-02-23 08:00:00,2012-02-23,8.0,67.0
106472,2012-02-23 09:00:00,2012-02-23,9.0,75.0
106473,2012-02-23 10:00:00,2012-02-23,10.0,105.0
106474,2012-02-23 11:00:00,2012-02-23,11.0,67.0
106475,2012-02-23 12:00:00,2012-02-23,12.0,69.0
106476,2012-02-23 13:00:00,2012-02-23,13.0,74.0
106477,2012-02-23 14:00:00,2012-02-23,14.0,32.0
106478,2012-02-23 15:00:00,2012-02-23,15.0,23.0
106479,2012-02-23 16:00:00,2012-02-23,16.0,31.0
106480,2012-02-23 17:00:00,2012-02-23,17.0,45.0
106481,2012-02-23 18:00:00,2012-02-23,18.0,46.0
106482,2012-02-23 19:00:00,2012-02-23,19.0,35.0
106483,2012-02-23 20:00:00,2012-02-23,20.0,32.0
106484,2012-02-23 21:00:00,2012-02-23,21.0,37.0
106485,2012-02-23 22:00:00,2012-02-23,22.0,33.0
106486,2012-02-23 23:00:00,2012-02-23,23.0,28.0
106487,2012-02-23 00:00:00,2012-02-23,0.0,26.0
106488,2012-02-24 01:00:00,2012-02-24,1.0,26.0
106489,2012-02-24 02:00:00,2012-02-24,2.0,28.0
106490,2012-02-24 03:00:00,2012-02-24,3.0,26.0
106491,2012-02-24 04:00:00,2012-02-24,4.0,28.0
106492,2012-02-24 05:00:00,2012-02-24,5.0,27.0
106493,2012-02-24 06:00:00,2012-02-24,6.0,36.0
106494,2012-02-24 07:00:00,2012-02-24,7.0,39.0
106495,2012-02-24 08:00:00,2012-02-24,8.0,48.0
106496,2012-02-24 09:00:00,2012-02-24,9.0,40.0
106497,2012-02-24 10:00:00,2012-02-24,10.0,36.0
106498,2012-02-24 11:00:00,2012-02-24,11.0,71.0
106499,2012-02-24 12:00:00,2012-02-24,12.0,59.0
106500,2012-02-24 13:00:00,2012-02-24,13.0,58.0
106501,2012-02-24 14:00:00,2012-02-24,14.0,37.0
106502,2012-02-24 15:00:00,2012-02-24,15.0,40.0
106503,2012-02-24 16:00:00,2012-02-24,16.0,53.0
106504,2012-02-24 17:00:00,2012-02-24,17.0,50.0
106505,2012-02-24 18:00:00,2012-02-24,18.0,50.0
106506,2012-02-24 19:00:00,2012-02-24,19.0,51.0
106507,2012-02-24 20:00:00,2012-02-24,20.0,50.0
106508,2012-02-24 21:00:00,2012-02-24,21.0,43.0
106509,2012-02-24 22:00:00,2012-02-24,22.0,46.0
106510,2012-02-24 23:00:00,2012-02-24,23.0,45.0
106511,2012-02-24 00:00:00,2012-02-24,0.0,50.0
106512,2012-02-25 01:00:00,2012-02-25,1.0,52.0
106513,2012-02-25 02:00:00,2012-02-25,2.0,49.0
106514,2012-02-25 03:00:00,2012-02-25,3.0,57.0
106515,2012-02-25 04:00:00,2012-02-25,4.0,53.0
106516,2012-02-25 05:00:00,2012-02-25,5.0,40.0
106517,2012-02-25 06:00:00,2012-02-25,6.0,29.0
106518,2012-02-25 07:00:00,2012-02-25,7.0,35.0
106519,2012-02-25 08:00:00,2012-02-25,8.0,44.0
106520,2012-02-25 09:00:00,2012-02-25,9.0,54.0
106521,2012-02-25 10:00:00,2012-02-25,10.0,56.0
106522,2012-02-25 11:00:00,2012-02-25,11.0,98.0
106523,2012-02-25 12:00:00,2012-02-25,12.0,114.0
106524,2012-02-25 13:00:00,2012-02-25,13.0,83.0
106525,2012-02-25 14:00:00,2012-02-25,14.0,60.0
106526,2012-02-25 15:00:00,2012-02-25,15.0,73.0
106527,2012-02-25 16:00:00,2012-02-25,16.0,117.0
106528,2012-02-25 17:00:00,2012-02-25,17.0,109.0
106529,2012-02-25 18:00:00,2012-02-25,18.0,75.0
106530,2012-02-25 19:00:00,2012-02-25,19.0,83.0
106531,2012-02-25 20:00:00,2012-02-25,20.0,68.0
106532,2012-02-25 21:00:00,2012-02-25,21.0,68.0
106533,2012-02-25 22:00:00,2012-02-25,22.0,52.0
106534,2012-02-25 23:00:00,2012-02-25,23.0,57.0
106535,2012-02-25 00:00:00,2012-02-25,0.0,43.0
106536,2012-02-26 01:00:00,2012-02-26,1.0,73.0
106537,2012-02-26 02:00:00,2012-02-26,2.0,80.0
106538,2012-02-26 03:00:00,2012-02-26,3.0,61.0
106539,2012-02-26 04:00:00,2012-02-26,4.0,56.0
106540,2012-02-26 05:00:00,2012-02-26,5.0,61.0
106541,2012-02-26 06:00:00,2012-02-26,6.0,64.0
106542,2012-02-26 07:00:00,2012-02-26,7.0,71.0
106543,2012-02-26 08:00:00,2012-02-26,8.0,75.0
106544,2012-02-26 09:00:00,2012-02-26,9.0,78.0
106545,2012-02-26 10:00:00,2012-02-26,10.0,100.0
106546,2012-02-26 11:00:00,2012-02-26,11.0,80.0
106547,2012-02-26 12:00:00,2012-02-26,12.0,85.0
106548,2012-02-26 13:00:00,2012-02-26,13.0,74.0
106549,2012-02-26 14:00:00,2012-02-26,14.0,60.0
106550,2012-02-26 15:00:00,2012-02-26,15.0,50.0
106551,2012-02-26 16:00:00,2012-02-26,16.0,48.0
106552,2012-02-26 17:00:00,2012-02-26,17.0,46.0
106553,2012-02-26 18:00:00,2012-02-26,18.0,27.0
106554,2012-02-26 19:00:00,2012-02-26,19.0,23.0
106555,2012-02-26 20:00:00,2012-02-26,20.0,35.0
106556,2012-02-26 21:00:00,2012-02-26,21.0,25.0
106557,2012-02-26 22:00:00,2012-02-26,22.0,20.0
106558,2012-02-26 23:00:00,2012-02-26,23.0,22.0
106559,,,,
106560,,,,
106561,,,,
106562,,,,
106563,,,,
106564,,,,
106565,,,,
106566,,,,
106567,,,,
106568,,,,
106569,,,,
106570,,,,
106571,,,,
106572,,,,
106573,,,,
106574,,,,
106575,,,,
106576,,,,
106577,,,,
106578,2012-02-27 19:00:00,2012-02-27,19.0,42.0
106579,2012-02-27 20:00:00,2012-02-27,20.0,32.0
106580,2012-02-27 21:00:00,2012-02-27,21.0,28.0
106581,2012-02-27 22:00:00,2012-02-27,22.0,25.0
106582,2012-02-27 23:00:00,2012-02-27,23.0,30.0
106583,2012-02-27 00:00:00,2012-02-27,0.0,38.0
106584,2012-02-28 01:00:00,2012-02-28,1.0,28.0
106585,2012-02-28 02:00:00,2012-02-28,2.0,23.0
106586,2012-02-28 03:00:00,2012-02-28,3.0,25.0
106587,2012-02-28 04:00:00,2012-02-28,4.0,20.0
106588,2012-02-28 05:00:00,2012-02-28,5.0,33.0
106589,2012-02-28 06:00:00,2012-02-28,6.0,51.0
106590,2012-02-28 07:00:00,2012-02-28,7.0,60.0
106591,2012-02-28 08:00:00,2012-02-28,8.0,72.0
106592,2012-02-28 09:00:00,2012-02-28,9.0,91.0
