,DATETIME,FECHA,HORA,BJU
131496,,,,
131497,,,,
131498,,,,
131499,,,,
131500,,,,
131501,,,,
131502,,,,
131503,,,,
131504,,,,
131505,,,,
131506,,,,
131507,,,,
131508,,,,
131509,,,,
131510,,,,
131511,,,,
131512,,,,
131513,,,,
131514,,,,
131515,,,,
131516,,,,
131517,,,,
131518,,,,
131519,,,,
131520,,,,
131521,,,,
131522,,,,
131523,,,,
131524,,,,
131525,,,,
131526,,,,
131527,,,,
131528,,,,
131529,,,,
131530,,,,
131531,,,,
131532,,,,
131533,,,,
131534,,,,
131535,,,,
131536,,,,
131537,,,,
131538,,,,
131539,,,,
131540,,,,
131541,,,,
131542,,,,
131543,,,,
131544,,,,
131545,,,,
131546,,,,
131547,,,,
131548,,,,
131549,,,,
131550,,,,
131551,,,,
131552,,,,
131553,,,,
131554,,,,
131555,,,,
131556,,,,
131557,,,,
131558,,,,
131559,,,,
131560,,,,
131561,,,,
131562,,,,
131563,,,,
131564,,,,
131565,,,,
131566,,,,
131567,,,,
131568,,,,
131569,,,,
131570,,,,
131571,,,,
131572,,,,
131573,,,,
131574,,,,
131575,,,,
131576,,,,
131577,,,,
131578,,,,
131579,,,,
131580,,,,
131581,,,,
131582,,,,
131583,,,,
131584,,,,
131585,,,,
131586,,,,
131587,,,,
131588,,,,
131589,,,,
131590,,,,
131591,,,,
131592,,,,
131593,,,,
131594,,,,
131595,,,,
131596,,,,
131597,,,,
131598,,,,
131599,,,,
131600,,,,
131601,,,,
131602,,,,
131603,,,,
131604,,,,
131605,,,,
131606,,,,
131607,,,,
131608,,,,
131609,,,,
131610,,,,
131611,,,,
131612,,,,
131613,,,,
131614,,,,
131615,,,,
131616,,,,
131617,,,,
131618,,,,
131619,,,,
131620,,,,
131621,,,,
131622,,,,
131623,,,,
131624,,,,
131625,,,,
131626,,,,
131627,,,,
131628,,,,
131629,,,,
131630,,,,
131631,,,,
131632,,,,
131633,,,,
131634,,,,
131635,,,,
131636,,,,
131637,,,,
131638,,,,
131639,,,,
131640,,,,
131641,,,,
131642,,,,
131643,,,,
131644,,,,
131645,,,,
131646,,,,
131647,,,,
131648,,,,
131649,,,,
131650,,,,
131651,,,,
131652,,,,
131653,,,,
131654,,,,
131655,,,,
131656,,,,
131657,,,,
131658,,,,
131659,,,,
131660,,,,
131661,,,,
131662,,,,
131663,,,,
131664,,,,
131665,,,,
131666,,,,
131667,,,,
131668,,,,
131669,,,,
131670,,,,
131671,,,,
131672,,,,
131673,,,,
131674,,,,
131675,,,,
131676,,,,
131677,,,,
131678,,,,
131679,,,,
131680,,,,
131681,,,,
131682,,,,
131683,,,,
131684,,,,
131685,,,,
131686,,,,
131687,,,,
131688,,,,
131689,,,,
131690,,,,
131691,,,,
131692,,,,
131693,,,,
131694,,,,
131695,,,,
131696,,,,
131697,,,,
131698,,,,
131699,,,,
131700,,,,
131701,,,,
131702,,,,
131703,,,,
131704,,,,
131705,,,,
131706,,,,
131707,,,,
131708,,,,
131709,,,,
131710,,,,
131711,,,,
131712,,,,
131713,,,,
131714,,,,
131715,,,,
131716,,,,
131717,,,,
131718,,,,
131719,,,,
131720,,,,
131721,,,,
131722,,,,
131723,,,,
131724,,,,
131725,,,,
131726,,,,
131727,,,,
131728,,,,
131729,,,,
131730,,,,
131731,,,,
131732,,,,
131733,,,,
131734,,,,
131735,,,,
131736,,,,
131737,,,,
131738,,,,
131739,,,,
131740,,,,
131741,,,,
131742,,,,
131743,,,,
131744,,,,
131745,,,,
131746,,,,
131747,,,,
131748,,,,
131749,,,,
131750,,,,
131751,,,,
131752,,,,
131753,,,,
131754,,,,
131755,,,,
131756,,,,
131757,,,,
131758,,,,
131759,,,,
131760,,,,
131761,,,,
131762,,,,
131763,,,,
131764,,,,
131765,,,,
131766,,,,
131767,,,,
131768,,,,
131769,,,,
131770,,,,
131771,,,,
131772,,,,
131773,,,,
131774,,,,
131775,,,,
131776,,,,
131777,,,,
131778,,,,
131779,,,,
131780,,,,
131781,,,,
131782,,,,
131783,,,,
131784,,,,
131785,,,,
131786,,,,
131787,,,,
131788,,,,
131789,,,,
131790,,,,
131791,,,,
131792,,,,
131793,,,,
131794,,,,
131795,,,,
131796,,,,
131797,,,,
131798,,,,
131799,,,,
131800,,,,
131801,,,,
131802,,,,
131803,,,,
131804,,,,
131805,,,,
131806,,,,
131807,,,,
131808,,,,
131809,,,,
131810,,,,
131811,,,,
131812,,,,
131813,,,,
131814,,,,
131815,,,,
131816,,,,
131817,,,,
131818,,,,
131819,,,,
131820,,,,
131821,,,,
131822,,,,
131823,,,,
131824,,,,
131825,,,,
131826,,,,
131827,,,,
131828,,,,
131829,,,,
131830,,,,
131831,,,,
131832,,,,
131833,,,,
131834,,,,
131835,,,,
131836,,,,
131837,,,,
131838,,,,
131839,,,,
131840,,,,
131841,,,,
131842,,,,
131843,,,,
131844,,,,
131845,,,,
131846,,,,
131847,,,,
131848,,,,
131849,,,,
131850,,,,
131851,,,,
131852,,,,
131853,,,,
131854,,,,
131855,,,,
131856,,,,
131857,,,,
131858,,,,
131859,,,,
131860,,,,
131861,,,,
131862,,,,
131863,,,,
131864,,,,
131865,,,,
131866,,,,
131867,,,,
131868,,,,
131869,,,,
131870,,,,
131871,,,,
131872,,,,
131873,,,,
131874,,,,
131875,,,,
131876,,,,
131877,,,,
131878,,,,
131879,,,,
131880,,,,
131881,,,,
131882,,,,
131883,,,,
131884,,,,
131885,,,,
131886,,,,
131887,,,,
131888,,,,
131889,,,,
131890,,,,
131891,,,,
131892,,,,
131893,,,,
131894,,,,
131895,,,,
131896,,,,
131897,,,,
131898,,,,
131899,,,,
131900,,,,
131901,,,,
131902,,,,
131903,,,,
131904,,,,
131905,,,,
131906,,,,
131907,,,,
131908,,,,
131909,,,,
131910,,,,
131911,,,,
131912,,,,
131913,,,,
131914,,,,
131915,,,,
131916,,,,
131917,,,,
131918,,,,
131919,,,,
131920,,,,
131921,,,,
131922,,,,
131923,,,,
131924,,,,
131925,,,,
131926,,,,
131927,,,,
131928,,,,
131929,,,,
131930,,,,
131931,,,,
131932,,,,
131933,,,,
131934,,,,
131935,,,,
131936,,,,
131937,,,,
131938,,,,
131939,,,,
131940,,,,
131941,,,,
131942,,,,
131943,,,,
131944,,,,
131945,,,,
131946,,,,
131947,,,,
131948,,,,
131949,,,,
131950,,,,
131951,,,,
131952,,,,
131953,,,,
131954,,,,
131955,,,,
131956,,,,
131957,,,,
131958,,,,
131959,,,,
131960,,,,
131961,,,,
131962,,,,
131963,,,,
131964,,,,
131965,,,,
131966,,,,
131967,,,,
131968,,,,
131969,,,,
131970,,,,
131971,,,,
131972,,,,
131973,,,,
131974,,,,
131975,,,,
131976,,,,
131977,,,,
131978,,,,
131979,,,,
131980,,,,
131981,,,,
131982,,,,
131983,,,,
131984,,,,
131985,,,,
131986,,,,
131987,,,,
131988,,,,
131989,,,,
131990,,,,
131991,,,,
131992,,,,
131993,,,,
131994,,,,
131995,,,,
131996,,,,
131997,,,,
131998,,,,
131999,,,,
132000,,,,
132001,,,,
132002,,,,
132003,,,,
132004,,,,
132005,,,,
132006,,,,
132007,,,,
132008,,,,
132009,,,,
132010,,,,
132011,,,,
132012,,,,
132013,,,,
132014,,,,
132015,,,,
132016,,,,
132017,,,,
132018,,,,
132019,,,,
132020,,,,
132021,,,,
132022,,,,
132023,,,,
132024,,,,
132025,,,,
132026,,,,
132027,,,,
132028,,,,
132029,,,,
132030,,,,
132031,,,,
132032,,,,
132033,,,,
132034,,,,
132035,,,,
132036,,,,
132037,,,,
132038,,,,
132039,,,,
132040,,,,
132041,,,,
132042,,,,
132043,,,,
132044,,,,
132045,,,,
132046,,,,
132047,,,,
132048,,,,
132049,,,,
132050,,,,
132051,,,,
132052,,,,
132053,,,,
132054,,,,
132055,,,,
132056,,,,
132057,,,,
132058,,,,
132059,,,,
132060,,,,
132061,,,,
132062,,,,
132063,,,,
132064,,,,
132065,,,,
132066,,,,
132067,,,,
132068,,,,
132069,,,,
132070,,,,
132071,,,,
132072,,,,
132073,,,,
132074,,,,
132075,,,,
132076,,,,
132077,,,,
132078,,,,
132079,,,,
132080,,,,
132081,,,,
132082,,,,
132083,,,,
132084,,,,
132085,,,,
132086,,,,
132087,,,,
132088,,,,
132089,,,,
132090,,,,
132091,,,,
132092,,,,
132093,,,,
132094,,,,
132095,,,,
132096,,,,
132097,,,,
132098,,,,
132099,,,,
132100,,,,
132101,,,,
132102,,,,
132103,,,,
132104,,,,
132105,,,,
132106,,,,
132107,,,,
132108,,,,
132109,,,,
132110,,,,
132111,,,,
132112,,,,
132113,,,,
132114,,,,
132115,,,,
132116,,,,
132117,,,,
132118,,,,
132119,,,,
132120,,,,
132121,,,,
132122,,,,
132123,,,,
132124,,,,
132125,,,,
132126,,,,
132127,,,,
132128,,,,
132129,,,,
132130,,,,
132131,,,,
132132,,,,
132133,,,,
132134,,,,
132135,,,,
132136,,,,
132137,,,,
132138,,,,
132139,,,,
132140,,,,
132141,,,,
132142,,,,
132143,,,,
132144,,,,
132145,,,,
132146,,,,
132147,,,,
132148,,,,
132149,,,,
132150,,,,
132151,,,,
132152,,,,
132153,,,,
132154,,,,
132155,,,,
132156,,,,
132157,,,,
132158,,,,
132159,,,,
132160,,,,
132161,,,,
132162,,,,
132163,,,,
132164,,,,
132165,,,,
132166,,,,
132167,,,,
132168,,,,
132169,,,,
132170,,,,
132171,,,,
132172,,,,
132173,,,,
132174,,,,
132175,,,,
132176,,,,
132177,,,,
132178,,,,
132179,,,,
132180,,,,
132181,,,,
132182,,,,
132183,,,,
132184,,,,
132185,,,,
132186,,,,
132187,,,,
132188,,,,
132189,,,,
132190,,,,
132191,,,,
132192,,,,
132193,,,,
132194,,,,
132195,,,,
132196,,,,
132197,,,,
132198,,,,
132199,,,,
132200,,,,
132201,,,,
132202,,,,
132203,,,,
132204,,,,
132205,,,,
132206,,,,
132207,,,,
132208,,,,
132209,,,,
132210,,,,
132211,,,,
132212,,,,
132213,,,,
132214,,,,
132215,,,,
132216,,,,
132217,,,,
132218,,,,
132219,,,,
132220,,,,
132221,,,,
132222,,,,
132223,,,,
132224,,,,
132225,,,,
132226,,,,
132227,,,,
132228,,,,
132229,,,,
132230,,,,
132231,,,,
132232,,,,
132233,,,,
132234,,,,
132235,,,,
132236,,,,
132237,,,,
132238,,,,
132239,,,,
132240,,,,
132241,,,,
132242,,,,
132243,,,,
132244,,,,
132245,,,,
132246,,,,
132247,,,,
132248,,,,
132249,,,,
132250,,,,
132251,,,,
132252,,,,
132253,,,,
132254,,,,
132255,,,,
132256,,,,
132257,,,,
132258,,,,
132259,,,,
132260,,,,
132261,,,,
132262,,,,
132263,,,,
132264,,,,
132265,,,,
132266,,,,
132267,,,,
132268,,,,
132269,,,,
132270,,,,
132271,,,,
132272,,,,
132273,,,,
132274,,,,
132275,,,,
132276,,,,
132277,,,,
132278,,,,
132279,,,,
132280,,,,
132281,,,,
132282,,,,
132283,,,,
132284,,,,
132285,,,,
132286,,,,
132287,,,,
132288,,,,
132289,,,,
132290,,,,
132291,,,,
132292,,,,
132293,,,,
132294,,,,
132295,,,,
132296,,,,
132297,,,,
132298,,,,
132299,,,,
132300,,,,
132301,,,,
132302,,,,
132303,,,,
132304,,,,
132305,,,,
132306,,,,
132307,,,,
132308,,,,
132309,,,,
132310,,,,
132311,,,,
132312,,,,
132313,,,,
132314,,,,
132315,,,,
132316,,,,
132317,,,,
132318,,,,
132319,,,,
132320,,,,
132321,,,,
132322,,,,
132323,,,,
132324,,,,
132325,,,,
132326,,,,
132327,,,,
132328,,,,
132329,,,,
132330,,,,
132331,,,,
132332,,,,
132333,,,,
132334,,,,
132335,,,,
132336,,,,
132337,,,,
132338,,,,
132339,,,,
132340,,,,
132341,,,,
132342,,,,
132343,,,,
132344,,,,
132345,,,,
132346,,,,
132347,,,,
132348,,,,
132349,,,,
132350,,,,
132351,,,,
132352,,,,
132353,,,,
132354,,,,
132355,,,,
132356,,,,
132357,,,,
132358,,,,
132359,,,,
132360,,,,
132361,,,,
132362,,,,
132363,,,,
132364,,,,
132365,,,,
132366,,,,
132367,,,,
132368,,,,
132369,,,,
132370,,,,
132371,,,,
132372,,,,
132373,,,,
132374,,,,
132375,,,,
132376,,,,
132377,,,,
132378,,,,
132379,,,,
132380,,,,
132381,,,,
132382,,,,
132383,,,,
132384,,,,
132385,,,,
132386,,,,
132387,,,,
132388,,,,
132389,,,,
132390,,,,
132391,,,,
132392,,,,
132393,,,,
132394,,,,
132395,,,,
132396,,,,
132397,,,,
132398,,,,
132399,,,,
132400,,,,
132401,,,,
132402,,,,
132403,,,,
132404,,,,
132405,,,,
132406,,,,
132407,,,,
132408,,,,
132409,,,,
132410,,,,
132411,,,,
132412,,,,
132413,,,,
132414,,,,
132415,,,,
132416,,,,
132417,,,,
132418,,,,
132419,,,,
132420,,,,
132421,,,,
132422,,,,
132423,,,,
132424,,,,
132425,,,,
132426,,,,
132427,,,,
132428,,,,
132429,,,,
132430,,,,
132431,,,,
132432,,,,
132433,,,,
132434,,,,
132435,,,,
132436,,,,
132437,,,,
132438,,,,
132439,,,,
132440,,,,
132441,,,,
132442,,,,
132443,,,,
132444,,,,
132445,,,,
132446,,,,
132447,,,,
132448,,,,
132449,,,,
132450,,,,
132451,,,,
132452,,,,
132453,,,,
132454,,,,
132455,,,,
132456,,,,
132457,,,,
132458,,,,
132459,,,,
132460,,,,
132461,,,,
132462,,,,
132463,,,,
132464,,,,
132465,,,,
132466,,,,
132467,,,,
132468,,,,
132469,,,,
132470,,,,
132471,,,,
132472,,,,
132473,,,,
132474,,,,
132475,,,,
132476,,,,
132477,,,,
132478,,,,
132479,,,,
132480,,,,
132481,,,,
132482,,,,
132483,,,,
132484,,,,
132485,,,,
132486,,,,
132487,,,,
132488,,,,
132489,,,,
132490,,,,
132491,,,,
132492,,,,
132493,,,,
132494,,,,
132495,,,,
132496,,,,
132497,,,,
132498,,,,
132499,,,,
132500,,,,
132501,,,,
132502,,,,
132503,,,,
132504,,,,
132505,,,,
132506,,,,
132507,,,,
132508,,,,
132509,,,,
132510,,,,
132511,,,,
132512,,,,
132513,,,,
132514,,,,
132515,,,,
132516,,,,
132517,,,,
132518,,,,
132519,,,,
132520,,,,
132521,,,,
132522,,,,
132523,,,,
132524,,,,
132525,,,,
132526,,,,
132527,,,,
132528,,,,
132529,,,,
132530,,,,
132531,,,,
132532,,,,
132533,,,,
132534,,,,
132535,,,,
132536,,,,
132537,,,,
132538,,,,
132539,,,,
132540,,,,
132541,,,,
132542,,,,
132543,,,,
132544,,,,
132545,,,,
132546,,,,
132547,,,,
132548,,,,
132549,,,,
132550,,,,
132551,,,,
132552,,,,
132553,,,,
132554,,,,
132555,,,,
132556,,,,
132557,,,,
132558,,,,
132559,,,,
132560,,,,
132561,,,,
132562,,,,
132563,,,,
132564,,,,
132565,,,,
132566,,,,
132567,,,,
132568,,,,
132569,,,,
132570,,,,
132571,,,,
132572,,,,
132573,,,,
132574,,,,
132575,,,,
132576,,,,
132577,,,,
132578,,,,
132579,,,,
132580,,,,
132581,,,,
132582,,,,
132583,,,,
132584,,,,
132585,,,,
132586,,,,
132587,,,,
132588,,,,
132589,,,,
132590,,,,
132591,,,,
132592,,,,
132593,,,,
132594,,,,
132595,,,,
132596,,,,
132597,,,,
132598,,,,
132599,,,,
132600,,,,
132601,,,,
132602,,,,
132603,,,,
132604,,,,
132605,,,,
132606,,,,
132607,,,,
132608,,,,
132609,,,,
132610,,,,
132611,,,,
132612,,,,
132613,,,,
132614,,,,
132615,,,,
132616,,,,
132617,,,,
132618,,,,
132619,,,,
132620,,,,
132621,,,,
132622,,,,
132623,,,,
132624,,,,
132625,,,,
132626,,,,
132627,,,,
132628,,,,
132629,,,,
132630,,,,
132631,,,,
132632,,,,
132633,,,,
132634,,,,
132635,,,,
132636,,,,
132637,,,,
132638,,,,
132639,,,,
132640,,,,
132641,,,,
132642,,,,
132643,,,,
132644,,,,
132645,,,,
132646,,,,
132647,,,,
132648,,,,
132649,,,,
132650,,,,
132651,,,,
132652,,,,
132653,,,,
132654,,,,
132655,,,,
132656,,,,
132657,,,,
132658,,,,
132659,,,,
132660,,,,
132661,,,,
132662,,,,
132663,,,,
132664,,,,
132665,,,,
132666,,,,
132667,,,,
132668,,,,
132669,,,,
132670,,,,
132671,,,,
132672,,,,
132673,,,,
132674,,,,
132675,,,,
132676,,,,
132677,,,,
132678,,,,
132679,,,,
132680,,,,
132681,,,,
132682,,,,
132683,,,,
132684,,,,
132685,,,,
132686,,,,
132687,,,,
132688,,,,
132689,,,,
132690,,,,
132691,,,,
132692,,,,
132693,,,,
132694,,,,
132695,,,,
132696,,,,
132697,,,,
132698,,,,
132699,,,,
132700,,,,
132701,,,,
132702,,,,
132703,,,,
132704,,,,
132705,,,,
132706,,,,
132707,,,,
132708,,,,
132709,,,,
132710,,,,
132711,,,,
132712,,,,
132713,,,,
132714,,,,
132715,,,,
132716,,,,
132717,,,,
132718,,,,
132719,,,,
132720,,,,
132721,,,,
132722,,,,
132723,,,,
132724,,,,
132725,,,,
132726,,,,
132727,,,,
132728,,,,
132729,,,,
132730,,,,
132731,,,,
132732,,,,
132733,,,,
132734,,,,
132735,,,,
132736,,,,
132737,,,,
132738,,,,
132739,,,,
132740,,,,
132741,,,,
132742,,,,
132743,,,,
132744,,,,
132745,,,,
132746,,,,
132747,,,,
132748,,,,
132749,,,,
132750,,,,
132751,,,,
132752,,,,
132753,,,,
132754,,,,
132755,,,,
132756,,,,
132757,,,,
132758,,,,
132759,,,,
132760,,,,
132761,,,,
132762,,,,
132763,,,,
132764,,,,
132765,,,,
132766,,,,
132767,,,,
132768,,,,
132769,,,,
132770,,,,
132771,,,,
132772,,,,
132773,,,,
132774,,,,
132775,,,,
132776,,,,
132777,,,,
132778,,,,
132779,,,,
132780,,,,
132781,,,,
132782,,,,
132783,,,,
132784,,,,
132785,,,,
132786,,,,
132787,,,,
132788,,,,
132789,,,,
132790,,,,
132791,,,,
132792,,,,
132793,,,,
132794,,,,
132795,,,,
132796,,,,
132797,,,,
132798,,,,
132799,,,,
132800,,,,
132801,,,,
132802,,,,
132803,,,,
132804,,,,
132805,,,,
132806,,,,
132807,,,,
132808,,,,
132809,,,,
132810,,,,
132811,,,,
132812,,,,
132813,,,,
132814,,,,
132815,,,,
132816,,,,
132817,,,,
132818,,,,
132819,,,,
132820,,,,
132821,,,,
132822,,,,
132823,,,,
132824,,,,
132825,,,,
132826,,,,
132827,,,,
132828,,,,
132829,,,,
132830,,,,
132831,,,,
132832,,,,
132833,,,,
132834,,,,
132835,,,,
132836,,,,
132837,,,,
132838,,,,
132839,,,,
132840,,,,
132841,,,,
132842,,,,
132843,,,,
132844,,,,
132845,,,,
132846,,,,
132847,,,,
132848,,,,
132849,,,,
132850,,,,
132851,,,,
132852,,,,
132853,,,,
132854,,,,
132855,,,,
132856,,,,
132857,,,,
132858,,,,
132859,,,,
132860,,,,
132861,,,,
132862,,,,
132863,,,,
132864,,,,
132865,,,,
132866,,,,
132867,,,,
132868,,,,
132869,,,,
132870,,,,
132871,,,,
132872,,,,
132873,,,,
132874,,,,
132875,,,,
132876,,,,
132877,,,,
132878,,,,
132879,,,,
132880,,,,
132881,,,,
132882,,,,
132883,,,,
132884,,,,
132885,,,,
132886,,,,
132887,,,,
132888,,,,
132889,,,,
132890,,,,
132891,,,,
132892,,,,
132893,,,,
132894,,,,
132895,,,,
132896,,,,
132897,,,,
132898,,,,
132899,,,,
132900,,,,
132901,,,,
132902,,,,
132903,,,,
132904,,,,
132905,,,,
132906,,,,
132907,,,,
132908,,,,
132909,,,,
132910,,,,
132911,,,,
132912,,,,
132913,,,,
132914,,,,
132915,,,,
132916,,,,
132917,,,,
132918,,,,
132919,,,,
132920,,,,
132921,,,,
132922,,,,
132923,,,,
132924,,,,
132925,,,,
132926,,,,
132927,,,,
132928,,,,
132929,,,,
132930,,,,
132931,,,,
132932,,,,
132933,,,,
132934,,,,
132935,,,,
132936,,,,
132937,,,,
132938,,,,
132939,,,,
132940,,,,
132941,,,,
132942,,,,
132943,,,,
132944,,,,
132945,,,,
132946,,,,
132947,,,,
132948,,,,
132949,,,,
132950,,,,
132951,,,,
132952,,,,
132953,,,,
132954,,,,
132955,,,,
132956,,,,
132957,,,,
132958,,,,
132959,,,,
132960,,,,
132961,,,,
132962,,,,
132963,,,,
132964,,,,
132965,,,,
132966,,,,
132967,,,,
132968,,,,
132969,,,,
132970,,,,
132971,,,,
132972,,,,
132973,,,,
132974,,,,
132975,,,,
132976,,,,
132977,,,,
132978,,,,
132979,,,,
132980,,,,
132981,,,,
132982,,,,
132983,,,,
132984,,,,
132985,,,,
132986,,,,
132987,,,,
132988,,,,
132989,,,,
132990,,,,
132991,,,,
132992,,,,
132993,,,,
132994,,,,
132995,,,,
132996,,,,
132997,,,,
132998,,,,
132999,,,,
133000,,,,
133001,,,,
133002,,,,
133003,,,,
133004,,,,
133005,,,,
133006,,,,
133007,,,,
133008,,,,
133009,,,,
133010,,,,
133011,,,,
133012,,,,
133013,,,,
133014,,,,
133015,,,,
133016,,,,
133017,,,,
133018,,,,
133019,,,,
133020,,,,
133021,,,,
133022,,,,
133023,,,,
133024,,,,
133025,,,,
133026,,,,
133027,,,,
133028,,,,
133029,,,,
133030,,,,
133031,,,,
133032,,,,
133033,,,,
133034,,,,
133035,,,,
133036,,,,
133037,,,,
133038,,,,
133039,,,,
133040,,,,
133041,,,,
133042,,,,
133043,,,,
133044,,,,
133045,,,,
133046,,,,
133047,,,,
133048,,,,
133049,,,,
133050,,,,
133051,,,,
133052,,,,
133053,,,,
133054,,,,
133055,,,,
133056,,,,
133057,,,,
133058,,,,
133059,,,,
133060,,,,
133061,,,,
133062,,,,
133063,,,,
133064,,,,
133065,,,,
133066,,,,
133067,,,,
133068,,,,
133069,,,,
133070,,,,
133071,,,,
133072,,,,
133073,,,,
133074,,,,
133075,,,,
133076,,,,
133077,,,,
133078,,,,
133079,,,,
133080,,,,
133081,,,,
133082,,,,
133083,,,,
133084,,,,
133085,,,,
133086,,,,
133087,,,,
133088,,,,
133089,,,,
133090,,,,
133091,,,,
133092,,,,
133093,,,,
133094,,,,
133095,,,,
133096,,,,
133097,,,,
133098,,,,
133099,,,,
133100,,,,
133101,,,,
133102,,,,
133103,,,,
133104,,,,
133105,,,,
133106,,,,
133107,,,,
133108,,,,
133109,,,,
133110,,,,
133111,,,,
133112,,,,
133113,,,,
133114,,,,
133115,,,,
133116,,,,
133117,,,,
133118,,,,
133119,,,,
133120,,,,
133121,,,,
133122,,,,
133123,,,,
133124,,,,
133125,,,,
133126,,,,
133127,,,,
133128,,,,
133129,,,,
133130,,,,
133131,,,,
133132,,,,
133133,,,,
133134,,,,
133135,,,,
133136,,,,
133137,,,,
133138,,,,
133139,,,,
133140,,,,
133141,,,,
133142,,,,
133143,,,,
133144,,,,
133145,,,,
133146,,,,
133147,,,,
133148,,,,
133149,,,,
133150,,,,
133151,,,,
133152,,,,
133153,,,,
133154,,,,
133155,,,,
133156,,,,
133157,,,,
133158,,,,
133159,,,,
133160,,,,
133161,,,,
133162,,,,
133163,,,,
133164,,,,
133165,,,,
133166,,,,
133167,,,,
133168,,,,
133169,,,,
133170,,,,
133171,,,,
133172,,,,
133173,,,,
133174,,,,
133175,,,,
133176,,,,
133177,,,,
133178,,,,
133179,,,,
133180,,,,
133181,,,,
133182,,,,
133183,,,,
133184,,,,
133185,,,,
133186,,,,
133187,,,,
133188,,,,
133189,,,,
133190,,,,
133191,,,,
133192,,,,
133193,,,,
133194,,,,
133195,,,,
133196,,,,
133197,,,,
133198,,,,
133199,,,,
133200,,,,
133201,,,,
133202,,,,
133203,,,,
133204,,,,
133205,,,,
133206,,,,
133207,,,,
133208,,,,
133209,,,,
133210,,,,
133211,,,,
133212,,,,
133213,,,,
133214,,,,
133215,,,,
133216,,,,
133217,,,,
133218,,,,
133219,,,,
133220,,,,
133221,,,,
133222,,,,
133223,,,,
133224,,,,
133225,,,,
133226,,,,
133227,,,,
133228,,,,
133229,,,,
133230,,,,
133231,,,,
133232,,,,
133233,,,,
133234,,,,
133235,,,,
133236,,,,
133237,,,,
133238,,,,
133239,,,,
133240,,,,
133241,,,,
133242,,,,
133243,,,,
133244,,,,
133245,,,,
133246,,,,
133247,,,,
133248,,,,
133249,,,,
133250,,,,
133251,,,,
133252,,,,
133253,,,,
133254,,,,
133255,,,,
133256,,,,
133257,,,,
133258,,,,
133259,,,,
133260,,,,
133261,,,,
133262,,,,
133263,,,,
133264,,,,
133265,,,,
133266,,,,
133267,,,,
133268,,,,
133269,,,,
133270,,,,
133271,,,,
133272,,,,
133273,,,,
133274,,,,
133275,,,,
133276,,,,
133277,,,,
133278,,,,
133279,,,,
133280,,,,
133281,,,,
133282,,,,
133283,,,,
133284,,,,
133285,,,,
133286,,,,
133287,,,,
133288,,,,
133289,,,,
133290,,,,
133291,,,,
133292,,,,
133293,,,,
133294,,,,
133295,,,,
133296,,,,
133297,,,,
133298,,,,
133299,,,,
133300,,,,
133301,,,,
133302,,,,
133303,,,,
133304,,,,
133305,,,,
133306,,,,
133307,,,,
133308,,,,
133309,,,,
133310,,,,
133311,,,,
133312,,,,
133313,,,,
133314,,,,
133315,,,,
133316,,,,
133317,,,,
133318,,,,
133319,,,,
133320,,,,
133321,,,,
133322,,,,
133323,,,,
133324,,,,
133325,,,,
133326,,,,
133327,,,,
133328,,,,
133329,,,,
133330,,,,
133331,,,,
133332,,,,
133333,,,,
133334,,,,
133335,,,,
133336,,,,
133337,,,,
133338,,,,
133339,,,,
133340,,,,
133341,,,,
133342,,,,
133343,,,,
133344,,,,
133345,,,,
133346,,,,
133347,,,,
133348,,,,
133349,,,,
133350,,,,
133351,,,,
133352,,,,
133353,,,,
133354,,,,
133355,,,,
133356,,,,
133357,,,,
133358,,,,
133359,,,,
133360,,,,
133361,,,,
133362,,,,
133363,,,,
133364,,,,
133365,,,,
133366,,,,
133367,,,,
133368,,,,
133369,,,,
133370,,,,
133371,,,,
133372,,,,
133373,,,,
133374,,,,
133375,,,,
133376,,,,
133377,,,,
133378,,,,
133379,,,,
133380,,,,
133381,,,,
133382,,,,
133383,,,,
133384,,,,
133385,,,,
133386,,,,
133387,,,,
133388,,,,
133389,,,,
133390,,,,
133391,,,,
133392,,,,
133393,,,,
133394,,,,
133395,,,,
133396,,,,
133397,,,,
133398,,,,
133399,,,,
133400,,,,
133401,,,,
133402,,,,
133403,,,,
133404,,,,
133405,,,,
133406,,,,
133407,,,,
133408,,,,
133409,,,,
133410,,,,
133411,,,,
133412,,,,
133413,,,,
133414,,,,
133415,,,,
133416,,,,
133417,,,,
133418,,,,
133419,,,,
133420,,,,
133421,,,,
133422,,,,
133423,,,,
133424,,,,
133425,,,,
133426,,,,
133427,,,,
133428,,,,
133429,,,,
133430,,,,
133431,,,,
133432,,,,
133433,,,,
133434,,,,
133435,,,,
133436,,,,
133437,,,,
133438,,,,
133439,,,,
133440,,,,
133441,,,,
133442,,,,
133443,,,,
133444,,,,
133445,,,,
133446,,,,
133447,,,,
133448,,,,
133449,,,,
133450,,,,
133451,,,,
133452,,,,
133453,,,,
133454,,,,
133455,,,,
133456,,,,
133457,,,,
133458,,,,
133459,,,,
133460,,,,
133461,,,,
133462,,,,
133463,,,,
133464,,,,
133465,,,,
133466,,,,
133467,,,,
133468,,,,
133469,,,,
133470,,,,
133471,,,,
133472,,,,
133473,,,,
133474,,,,
133475,,,,
133476,,,,
133477,,,,
133478,,,,
133479,,,,
133480,,,,
133481,,,,
133482,,,,
133483,,,,
133484,,,,
133485,,,,
133486,,,,
133487,,,,
133488,,,,
133489,,,,
133490,,,,
133491,,,,
133492,,,,
